WS_ID,Name,ISIN,Instrument_Type,Country,Primary_Ticker,Primary_Exchange,Primary_MIC,Primary_Currency,Yahoo_Symbol,Alpha_Symbol,Primary_Universe_Index,Index_Tags,Active,Universe_Status,Mapping_Status,Scalable_Tradeability_Status,Source_ID,Source_AsOf,Last_Validated,Share_Class,Notes
WS:ISIN:INE918I01026,Bajaj Finserv Ltd.,INE918I01026,COMMON_STOCK,India,BAJAJFINSV,National Stock Exchange of India,XNSE,INR,,,IN_NIFTY50,IN_NIFTY50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_NIFTY50,,2026-08-22T18:43:59.282000,,
WS:ISIN:KYG022421088,ALCHIP TECHNOLOGIES LIMITED,KYG022421088,COMMON_STOCK,Taiwan,3661,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:KYG114741062,BIZLINK HOLDING INC.,KYG114741062,COMMON_STOCK,Taiwan,3665,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:KYG989221000,ZHEN DING TECHNOLOGY HOLDING LIMITED,KYG989221000,COMMON_STOCK,Taiwan,4958,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0001216000,UNI-PRESIDENT ENTERPRISES CORP.,TW0001216000,COMMON_STOCK,Taiwan,1216,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0001303006,NAN YA PLASTICS CORPORATION,TW0001303006,COMMON_STOCK,Taiwan,1303,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002059003,KING SLIDE WORKS CO. LTD,TW0002059003,COMMON_STOCK,Taiwan,2059,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002301009,LITE-ON TECHNOLOGY CORP.,TW0002301009,COMMON_STOCK,Taiwan,2301,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002303005,UNITED MICROELECTRONICS CORP.,TW0002303005,COMMON_STOCK,Taiwan,2303,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002308004,"DELTA ELECTRONICS, INC.",TW0002308004,COMMON_STOCK,Taiwan,2308,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002317005,HON HAI PRECISION IND. CO. LTD.,TW0002317005,COMMON_STOCK,Taiwan,2317,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002327004,YAGEO CORPORATION,TW0002327004,COMMON_STOCK,Taiwan,2327,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002330008,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",TW0002330008,COMMON_STOCK,Taiwan,2330,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002344009,WINBOND ELECTRONICS CORPORATION,TW0002344009,COMMON_STOCK,Taiwan,2344,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002345006,ACCTON TECHNOLOGY CORP.,TW0002345006,COMMON_STOCK,Taiwan,2345,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002357001,ASUSTEK COMPUTER INC.,TW0002357001,COMMON_STOCK,Taiwan,2357,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002360005,CHROMA ATE INC.,TW0002360005,COMMON_STOCK,Taiwan,2360,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002368008,GOLD CIRCUIT ELECTRONICS LTD,TW0002368008,COMMON_STOCK,Taiwan,2368,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002382009,QUANTA COMPUTER INC.,TW0002382009,COMMON_STOCK,Taiwan,2382,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002383007,"ELITE MATERIAL CO., LTD.",TW0002383007,COMMON_STOCK,Taiwan,2383,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002395001,"ADVANTECH CO., LTD.",TW0002395001,COMMON_STOCK,Taiwan,2395,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002408002,NANYA TECHNOLOGY CORPORATION,TW0002408002,COMMON_STOCK,Taiwan,2408,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002412004,CHUNGHWA TELECOM CO. LTD,TW0002412004,COMMON_STOCK,Taiwan,2412,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002449006,KING YUAN ELECTRONICS CO. LTD.,TW0002449006,COMMON_STOCK,Taiwan,2449,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002454006,MEDIATEK INC.,TW0002454006,COMMON_STOCK,Taiwan,2454,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002603008,EVERGREEN MARINE CORP. (TAIWAN) LTD.,TW0002603008,COMMON_STOCK,Taiwan,2603,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002880002,HUA NAN FINANCIAL HOLDINDS CO. LTD.,TW0002880002,COMMON_STOCK,Taiwan,2880,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002881000,"FUBON FINANCIAL HOLDING CO., LTD.",TW0002881000,COMMON_STOCK,Taiwan,2881,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002882008,"CATHAY FINANCIAL HOLDING CO., LTD.",TW0002882008,COMMON_STOCK,Taiwan,2882,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
WS:ISIN:TW0002883006,"KGI FINANCIAL HOLDING CO., LTD.",TW0002883006,COMMON_STOCK,Taiwan,2883,Taiwan Stock Exchange,XTAI,TWD,,,TW_TW50,TW_TW50,TRUE,ACTIVE_VERIFIED,UNMAPPED,NOT_VERIFIED,SRC_FTSE_TW50_CW_20260630,2026-06-30,2026-08-22T18:43:59.282000,,
